-2.926136337242155605e-01,-2.377220646701516671e-01,-1.168946556789478564e-01,1.047377565066387461e-02,-1.293048048571279196e-01,1.494350006826721255e-01,-1.365294524642273188e-01,1.688058581356983723e-01,2.084546044857233937e-01,2.079838338194690550e-01,5.679349116944543141e-02,2.266443613929425283e-02,7.795125313955963975e-02,6.259069416335449887e-02,8.816053574349780320e-02,1.806641510848194798e-03,-7.184860969428719102e-03,1.315378420123061165e-01,-2.858585899819043874e-02,-2.216469418966315885e-02,-1.011165416373476234e-01,-9.561863900614753220e-02,-5.313531496793011399e-02,1.670534297865677864e-02,-5.298805539340589732e-03,4.348726507629407934e-02,7.710346545668471663e-01,2.885826759709289036e-01,-6.269748290318943873e-02,-6.672793937934784481e-01,-7.844650793992080651e-02,-8.618963124219014560e-02,2.779636353828962569e-02,-7.567061961886167865e-03,5.252494443899280441e-02,-1.988759132175417221e-01,-3.021386970942785410e-02,-1.818578857766439683e-01,-1.259973371364040418e-01,1.195010096019242241e-01
-2.563009820960360230e-01,-2.021246803018357241e-01,-9.767661476985267655e-02,8.878546189846403536e-03,-1.210576959903733041e-01,1.402339251576449897e-01,-1.123597175113975055e-01,1.475777643921958315e-01,1.891663445140920885e-01,1.897133616952828561e-01,5.259732398344318938e-02,2.235585167841591669e-02,7.436195527314737319e-02,5.665748267131931470e-02,8.115293920340604927e-02,3.828022278387521737e-03,-6.181213631145432430e-03,1.212509332975288956e-01,-2.308745451821225814e-02,-1.794560416271506753e-02,-3.149967808787401680e-02,-2.174899044906020151e-02,2.112713546864597447e-05,1.169453652426577506e-02,1.076503311769672067e-03,3.563304477393103298e-02,7.437976768217140489e-01,2.704759555887221723e-01,-6.236269519826009855e-02,-6.501641427053073130e-01,-9.708171766332274188e-02,-3.488383829091823429e-02,-2.971857684899248397e-02,-4.286782435850078343e-02,2.929283016170458609e-02,-3.122873112306407961e-01,-1.250354346923252535e-01,-2.041063771258846415e-01,-2.285013670425861676e-01,1.089560163838783069e-01
-3.105462799740053015e-01,-2.592625760820510550e-01,-1.307548821424120433e-01,1.311034043348957567e-02,-1.259766740038799071e-01,1.427901051222875140e-01,-1.123057550384096714e-01,1.550039992392839849e-01,1.910728591500969742e-01,1.905351465446756265e-01,5.570834259127543930e-02,2.266232340657836630e-02,7.308475416007809145e-02,6.377214656967566953e-02,8.806945045591874077e-02,-1.782772358708939464e-03,-1.058804865809825912e-02,1.290445258861394606e-01,-2.735220409762284532e-02,-2.139087690481389359e-02,-7.987824447580216258e-02,-6.841332869712424269e-02,-4.698852730310587589e-02,1.258724103566954966e-02,-5.397159015004149296e-03,7.362893884106824771e-02,6.704364559695932257e-01,2.684997833079023621e-01,-4.665326044211326462e-02,-5.357179216250642639e-01,-4.863269983137552543e-02,-1.259828265992162244e-01,8.509468296725941627e-02,2.007803593577506263e-02,7.634463234410482357e-02,-5.656495868767024149e-01,-3.019126623750594263e-01,-3.242507555859912571e-01,-4.555802246838958069e-01,1.720607192410419373e-01
-2.726200459378560481e-01,-2.202557873183650372e-01,-1.098128127442805635e-01,1.133373339771681643e-02,-1.183762674408797011e-01,1.226829030833869183e-01,-7.892326331965726638e-02,1.325184160801597955e-01,1.575085872082127025e-01,1.543309083917847602e-01,5.098460457332443241e-02,2.289092755135158086e-02,7.060347950874756862e-02,5.708558310378464284e-02,8.150197741122156003e-02,-3.303368675508622232e-03,-9.777727457267459954e-03,1.178366997193662780e-01,-2.373403089609560368e-02,-1.895024198257733161e-02,-5.920958464172088043e-02,-5.640177987839756213e-02,-2.882055994750665207e-02,2.035265835096167208e-02,2.495412945550556927e-03,-1.246736337759557500e-02,5.134120598004301428e-01,1.962307014219959456e-01,-6.873453793016892632e-02,-4.698820572118620476e-01,5.078285511827473897e-02,-2.685327356517692721e-01,3.236285444267252842e-01,1.184022208339001736e-01,7.726897917996744525e-02,-5.030616500102524924e-01,-1.634346160911235302e-01,-3.646004571200620603e-01,-4.307889365648591706e-01,1.133025267851959228e-01
-3.065244651321563651e-01,-2.550238094884207385e-01,-1.277964573652639046e-01,1.024340714430316268e-02,-1.221664304391936184e-01,1.355689968585238603e-01,-1.283436798222510333e-01,1.705264795479308759e-01,1.908597051681795165e-01,1.838392376970432451e-01,5.101898317330011423e-02,1.837223185514957891e-02,6.318777612487735951e-02,6.788211023354051576e-02,8.636390438857688423e-02,-5.610119808471480951e-03,-1.698445766824097092e-02,1.313461108074729378e-01,-2.764938397295413353e-02,-2.140091654340992022e-02,-2.125760903891578124e-01,-2.148470903327535098e-01,-1.373065251896790073e-01,3.470983137191252510e-02,-3.314166866368162268e-02,-8.504480104500089510e-02,3.480606335999709700e-01,8.854922300929501944e-02,-6.659771577118078767e-02,-3.785975077216789941e-01,-1.061067333408596269e-01,-5.703218940024790129e-02,-8.682128628673169146e-02,8.845332251324222739e-03,1.452901710348530884e-01,-7.308206500460983079e-01,-5.426330503836638286e-01,-3.005742226441210363e-01,-5.675225881757270940e-01,2.464961015490914065e-01
-2.770582588289585146e-01,-2.193275192162218445e-01,-1.058602963674957209e-01,8.739376043134683414e-03,-1.307783053416073926e-01,1.506412789457840518e-01,-1.379187180592715833e-01,1.670323206575403674e-01,2.104092108600639222e-01,2.122999622820316290e-01,5.817611548022583179e-02,2.413591166406092725e-02,8.294333973645962033e-02,6.089407342390273925e-02,8.721092071299096915e-02,2.534762419948322076e-03,-6.082096886476762165e-03,1.313876035212200311e-01,-2.880245685461613192e-02,-2.222688794963989523e-02,-5.126677365637277717e-02,-4.068517099378432533e-02,-1.573446604295369866e-02,7.812816653082865770e-03,3.561394443563514756e-03,6.350861549282171836e-02,7.526071728357237589e-01,2.919469246985499922e-01,-4.884452081078904939e-02,-6.321169758523410565e-01,-3.984578080435152714e-02,-1.275207071877471066e-01,1.106865683006503787e-01,4.079759915094882672e-02,4.483898112942341641e-02,-1.013350124770866501e-01,1.694934112228452250e-02,-1.112018158472176665e-01,-2.930382251764740431e-02,9.296891720786781832e-02
-3.096944057391510796e-01,-2.554288563031832382e-01,-1.269444338532821348e-01,1.141280928821508667e-02,-1.313610906804569822e-01,1.517609383180911209e-01,-1.386892915774686763e-01,1.687912624211378443e-01,2.116961715383922638e-01,2.144619174381432458e-01,5.797493630693750788e-02,2.238999188653423289e-02,7.429177838122313915e-02,6.747747957190597390e-02,9.076127364870956171e-02,-7.919593167340366335e-04,-1.115178254443982553e-02,1.346719871899104692e-01,-2.925008436551745916e-02,-2.213365284094592766e-02,-1.711853235672542439e-01,-1.717481628264962978e-01,-1.035460996233563691e-01,2.649435428212321142e-02,-2.044885205876756373e-02,-2.075186304381304581e-02,2.870496908117274870e-01,1.018806870466733017e-01,-2.565030532900891558e-02,-2.610064473858528800e-01,-1.855823254665986966e-01,1.103842325566102289e-01,-2.560732479772198644e-01,-1.251637090272534891e-01,2.541901743006391712e-02,-1.412102719327563705e-01,-7.336907873909126465e-02,-6.773662698992133357e-02,-4.947939675682633265e-02,1.091290715288550928e-01
-2.974314456332081136e-01,-2.432624554780886683e-01,-1.200864575186528782e-01,1.080713967608915027e-02,-1.298956362948899823e-01,1.494455171331878773e-01,-1.369358889541096858e-01,1.674916083537425493e-01,2.083848542488340172e-01,2.097506761426757294e-01,5.816145900286784354e-02,2.323322192196997094e-02,7.951338742904567880e-02,6.290257409246180487e-02,8.853996575551548176e-02,-5.757341643288782507e-04,-9.421214223316987102e-03,1.315626983024311691e-01,-2.968633759873462452e-02,-2.253665230933865615e-02,-1.827013555858449934e-01,-1.849229620046841660e-01,-1.132407755274442707e-01,2.449897984343052393e-02,-1.402009853788399596e-02,-6.953199001441134897e-02,3.286103254677072982e-01,1.121716337130465035e-01,-5.131486882589797460e-02,-3.528800206447613164e-01,-1.447531756629860666e-01,-1.376180530193060747e-02,-1.285993072996767239e-01,-4.464536281020414776e-02,7.265887565092299383e-02,-2.475070242090495753e-01,-1.262093824260261954e-01,-1.411574109770237229e-01,-1.455378188381821758e-01,1.232163142371334175e-01
-3.087566804007337851e-01,-2.496891541331933695e-01,-1.250820601096052087e-01,1.591259563924651843e-02,-1.360124940169100682e-01,1.279917392062657200e-01,-4.252379615534351842e-02,1.178824792643240471e-01,1.467998022265533109e-01,1.487333633104981345e-01,6.097624492531750207e-02,2.920636869387749357e-02,7.770776085300212799e-02,6.573288237356678110e-02,9.536089745796516581e-02,-1.157294810633047177e-02,-1.814917633574175682e-02,1.283679848484675645e-01,-2.568437210570717610e-02,-1.901311468653776870e-02,-2.990087243226469127e-04,4.028397330008814947e-03,2.968457026273529920e-02,2.598596359915461562e-02,8.004098798033210116e-03,-1.477312909394186136e-01,-1.572293146296033228e-03,-1.912293881116511329e-02,-6.065902980694914959e-02,-9.308627746304409811e-02,-2.263854477004259014e-01,1.134137130685273220e-01,-2.676435132510568415e-01,-2.104170997882981453e-01,-1.369147432548967203e-02,-3.701206182263945266e-01,-1.093265615478351549e-01,-2.637160211675073640e-01,-2.796785351772363981e-01,9.381473472124390867e-02
-2.564936276733362774e-01,-1.851126872666100098e-01,-8.291481806338651950e-02,4.600327414379989932e-03,-1.456139326426182379e-01,1.715311403693249304e-01,-1.658694373844227243e-01,2.063146071701282835e-01,2.421460856277235507e-01,2.307995670753371087e-01,6.617895366379711319e-02,3.061479721594295711e-02,1.090637305445767424e-01,5.789063254943727088e-02,9.160190000639545360e-02,9.394365742970478550e-03,-3.940337353212086668e-03,1.467047747630716437e-01,-2.775160562231526740e-02,-2.293245265772902997e-02,-8.345955501285473588e-02,-7.313434471413060578e-02,-4.363753098725453583e-02,1.847420965047441577e-02,-1.116128146883554884e-02,-6.873755056858499302e-03,2.392172385498270160e-01,1.008066319830049906e-01,-2.952268552591874595e-02,-1.905699923678412233e-01,-2.477082168769451087e-02,-1.612544568213483132e-01,1.308881785833651001e-01,6.109117079299242192e-02,1.072589283171403451e-01,-4.036543408877903971e-01,-2.678256376412662121e-01,-2.072169939635735147e-01,-2.806637500422297649e-01,2.127997032848405468e-01
